,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
125,711318033.0,Existing Customer,47.0,M,3.0,Graduate,Single,$60K - $80K,,36.0,4.0,2.0,2.0,2926.0,0.0,2926.0,0.676,1304.0,24.0,0.846,0.0,0.00011811,0.99988
126,783554958.0,Existing Customer,58.0,M,4.0,Graduate,Single,$120K +,Blue,52.0,6.0,1.0,0.0,32090.0,0.0,32090.0,0.567,1368.0,30.0,0.364,0.0,2.1307e-05,0.99998
127,720201033.0,Attrited Customer,53.0,M,2.0,Graduate,Married,$80K - $120K,Blue,,3.0,3.0,,11669.0,2227.0,9442.0,0.622,720.0,23.0,0.353,0.191,0.99447,0.00553
128,718039683.0,Existing Customer,52.0,M,2.0,High School,Single,$40K - $60K,Blue,45.0,3.0,1.0,2.0,13532.0,1300.0,12232.0,0.846,1521.0,29.0,1.417,0.096,5.3542e-05,0.99995
129,710806083.0,Existing Customer,50.0,F,1.0,Uneducated,Unknown,Less than $40K,Silver,36.0,4.0,2.0,2.0,11888.0,2090.0,9798.0,0.7,1137.0,30.0,0.765,0.176,9.9255e-05,0.9999
130,714752208.0,Existing Customer,42.0,F,1.0,Graduate,Married,Less than $40K,Blue,36.0,5.0,1.0,2.0,2393.0,1985.0,408.0,0.788,978.0,16.0,0.778,0.83,5.1697e-05,0.99995
131,822063408.0,Existing Customer,43.0,M,4.0,Unknown,Married,$40K - $60K,Blue,39.0,5.0,1.0,2.0,6111.0,2517.0,3594.0,0.632,1221.0,16.0,2.2,0.412,6.3492e-05,0.99994
132,714490308.0,Existing Customer,57.0,M,4.0,Graduate,Married,$80K - $120K,Blue,46.0,3.0,2.0,3.0,19270.0,1662.0,17608.0,1.186,1565.0,28.0,1.545,0.086,0.00020077,0.9998
133,713356833.0,Existing Customer,52.0,M,1.0,Graduate,Married,$80K - $120K,Blue,43.0,3.0,1.0,4.0,3710.0,2517.0,1193.0,1.541,1578.0,34.0,0.7,0.678,0.00014834,0.99985
134,711402333.0,Existing Customer,47.0,M,2.0,Doctorate,Single,Less than $40K,Blue,37.0,2.0,1.0,3.0,3235.0,797.0,2438.0,0.541,1493.0,32.0,1.0,0.246,0.00013405,0.99987
135,708296883.0,Existing Customer,44.0,F,3.0,Graduate,Single,$40K - $60K,Blue,38.0,3.0,1.0,0.0,11749.0,788.0,10961.0,0.688,1178.0,27.0,0.929,0.067,2.1081e-05,0.99998
136,719154483.0,Existing Customer,53.0,M,2.0,High School,Divorced,$60K - $80K,Blue,36.0,5.0,3.0,2.0,7753.0,,,0.839,991.0,26.0,0.733,0.271,0.00017486,0.99983
137,717721458.0,Existing Customer,45.0,M,4.0,College,Divorced,$60K - $80K,Blue,40.0,5.0,1.0,0.0,10408.0,1186.0,9222.0,1.689,2560.0,42.0,1.211,0.114,2.0715e-05,0.99998
138,711112683.0,Existing Customer,63.0,F,1.0,College,Married,Unknown,Blue,36.0,6.0,2.0,3.0,3967.0,1568.0,2399.0,1.236,1657.0,29.0,1.231,0.395,0.0001747,0.99983
139,715674483.0,Existing Customer,39.0,F,2.0,Post-Graduate,,Less than $40K,Blue,27.0,4.0,2.0,2.0,6205.0,2517.0,3688.0,0.939,1204.0,19.0,0.727,0.406,0.00013393,0.99987
140,789322833.0,Attrited Customer,48.0,F,5.0,High School,Married,Less than $40K,Blue,38.0,1.0,3.0,3.0,8025.0,0.0,8025.0,0.654,673.0,18.0,0.8,0.0,0.99672,0.00328187
141,789968058.0,Existing Customer,51.0,M,1.0,Unknown,Single,$120K +,Blue,42.0,6.0,2.0,3.0,9036.0,2327.0,6709.0,0.649,1131.0,18.0,0.636,0.258,0.00019751,0.9998
142,709919283.0,Existing Customer,54.0,M,4.0,Graduate,Married,$80K - $120K,Blue,34.0,2.0,3.0,2.0,14926.0,2517.0,12409.0,1.996,1576.0,25.0,1.5,0.169,0.00018864,0.99981
143,718744008.0,Existing Customer,59.0,F,1.0,Graduate,Single,Less than $40K,Blue,36.0,3.0,2.0,3.0,6335.0,1128.0,5207.0,0.397,1217.0,20.0,0.667,0.178,0.00017969,0.99982
144,767712558.0,Attrited Customer,59.0,M,1.0,College,Single,$60K - $80K,Blue,53.0,2.0,3.0,3.0,,0.0,14979.0,0.71,530.0,10.0,1.0,0.0,0.99639,0.00360825
145,712950783.0,Attrited Customer,48.0,F,4.0,Uneducated,Married,Less than $40K,Blue,38.0,3.0,2.0,3.0,2732.0,0.0,2732.0,0.76,739.0,16.0,0.455,0.0,0.99518,0.00481999
146,716104983.0,Existing Customer,41.0,,2.0,Graduate,Single,Less than $40K,Blue,32.0,6.0,3.0,2.0,2250.0,2117.0,133.0,1.162,1617.0,31.0,2.875,0.941,0.00017987,0.99982
147,818839983.0,Existing Customer,55.0,M,2.0,Graduate,Married,$120K +,Blue,50.0,3.0,2.0,0.0,10916.0,1536.0,9380.0,1.317,1592.0,34.0,1.0,0.141,4.1986e-05,0.99996
148,772288758.0,Existing Customer,47.0,F,4.0,Graduate,Married,Unknown,Blue,36.0,4.0,1.0,3.0,5349.0,1228.0,4121.0,0.728,1343.0,30.0,1.308,0.23,,0.9999
149,712350858.0,Existing Customer,41.0,M,,High School,Married,$80K - $120K,Blue,,4.0,1.0,3.0,9366.0,1104.0,8262.0,0.572,1303.0,39.0,0.625,0.118,9.0056e-05,0.99991
150,711009708.0,Existing Customer,40.0,M,3.0,High School,Single,$80K - $120K,Blue,28.0,5.0,1.0,0.0,21617.0,0.0,21617.0,1.047,1351.0,22.0,0.467,0.0,2.0494e-05,0.99998
151,712720158.0,Existing Customer,68.0,M,1.0,Graduate,Married,Unknown,Blue,56.0,5.0,2.0,3.0,13860.0,1652.0,12208.0,1.255,1910.0,32.0,1.909,0.119,0.00017969,0.99982
152,712215258.0,Existing Customer,50.0,F,1.0,Graduate,Single,$40K - $60K,Silver,31.0,2.0,2.0,3.0,18386.0,0.0,18386.0,,1298.0,22.0,0.571,0.0,0.00016236,0.99984
153,773827008.0,Existing Customer,47.0,M,4.0,Uneducated,Single,$60K - $80K,Blue,41.0,6.0,2.0,2.0,2405.0,1540.0,865.0,0.469,1087.0,29.0,1.231,0.64,0.00012274,0.99988
154,795232683.0,Existing Customer,53.0,F,1.0,College,Married,Less than $40K,Blue,47.0,4.0,2.0,3.0,2154.0,930.0,1224.0,2.121,1439.0,26.0,1.364,0.432,0.0001747,0.99983
155,713786508.0,Existing Customer,42.0,F,,Unknown,Married,$40K - $60K,Blue,36.0,3.0,3.0,3.0,2038.0,0.0,2038.0,0.786,1238.0,28.0,0.75,0.0,0.00034328,0.99966
156,713539833.0,Existing Customer,48.0,F,4.0,High School,Single,$40K - $60K,Blue,38.0,6.0,1.0,3.0,8135.0,0.0,8135.0,1.373,1716.0,29.0,0.812,0.0,9.4447e-05,0.99991
157,712454058.0,Existing Customer,49.0,M,1.0,Doctorate,Married,$120K +,Blue,38.0,6.0,1.0,3.0,9364.0,618.0,8746.0,0.554,1099.0,27.0,0.8,0.066,0.00012583,0.99987
158,718759833.0,Existing Customer,44.0,F,2.0,Uneducated,Married,Unknown,Silver,35.0,4.0,3.0,2.0,32643.0,0.0,32643.0,1.3,1058.0,24.0,2.429,0.0,0.00016711,0.99983
159,718803333.0,Existing Customer,43.0,F,4.0,Graduate,Divorced,Less than $40K,Blue,,2.0,3.0,1.0,3195.0,1954.0,1241.0,0.971,1285.0,29.0,0.706,0.612,0.00011377,0.99989
160,720253908.0,Existing Customer,56.0,M,0.0,High School,Married,$80K - $120K,Blue,43.0,5.0,2.0,1.0,2852.0,1024.0,1828.0,1.009,1651.0,28.0,1.0,0.359,5.7261e-05,0.99994
161,714133158.0,Existing Customer,59.0,F,1.0,College,Single,Unknown,Blue,36.0,2.0,3.0,3.0,4224.0,1305.0,2919.0,0.852,1152.0,31.0,0.824,0.309,0.00027607,0.99972
162,713187033.0,Existing Customer,46.0,M,1.0,Uneducated,Married,$60K - $80K,Blue,36.0,3.0,2.0,2.0,20459.0,2071.0,18388.0,1.248,1767.0,38.0,2.167,0.101,0.00010985,0.99989
163,714791208.0,Existing Customer,47.0,F,4.0,Unknown,Divorced,Less than $40K,Blue,41.0,6.0,5.0,3.0,3482.0,2114.0,1368.0,0.508,1039.0,24.0,0.263,0.607,0.00038948,0.99961
164,772426383.0,Existing Customer,50.0,F,4.0,Uneducated,Married,$40K - $60K,Blue,40.0,5.0,2.0,3.0,3065.0,1570.0,1495.0,1.077,1130.0,28.0,1.333,0.512,0.00020643,0.99979
165,710975883.0,Existing Customer,51.0,F,3.0,Uneducated,Married,Less than $40K,Blue,43.0,3.0,1.0,2.0,2185.0,1761.0,424.0,0.682,1645.0,30.0,0.429,0.806,5.8763e-05,0.99994
166,714264408.0,Existing Customer,47.0,F,3.0,Uneducated,Married,Less than $40K,Blue,36.0,4.0,1.0,0.0,1611.0,746.0,865.0,0.993,1413.0,29.0,0.706,0.463,2.1676e-05,0.99998
167,715827858.0,Existing Customer,58.0,F,4.0,Uneducated,Married,Less than $40K,Blue,47.0,3.0,3.0,3.0,2822.0,2173.0,649.0,1.456,1218.0,23.0,2.286,0.77,0.0003262,0.99967
168,713741358.0,Attrited Customer,46.0,M,5.0,Graduate,Single,$80K - $120K,Blue,33.0,6.0,3.0,3.0,32975.0,2517.0,30458.0,0.658,597.0,17.0,0.7,0.076,0.99681,0.00319072
169,709531908.0,Existing Customer,53.0,M,3.0,High School,Married,$60K - $80K,Blue,47.0,5.0,2.0,2.0,1438.3,0.0,1438.3,0.776,2184.0,53.0,0.828,0.0,0.00011482,0.99989
170,716493408.0,Existing Customer,45.0,,4.0,Uneducated,Divorced,Unknown,Blue,36.0,4.0,3.0,3.0,15875.0,1719.0,14156.0,0.86,1592.0,37.0,1.467,0.108,0.0003262,0.99967
171,714141108.0,Existing Customer,52.0,F,1.0,High School,Married,Less than $40K,Blue,45.0,6.0,3.0,3.0,6703.0,893.0,5810.0,0.567,1388.0,28.0,0.75,0.133,0.00027604,0.99972
172,708953883.0,Attrited Customer,53.0,M,2.0,Unknown,Married,$80K - $120K,Blue,36.0,2.0,2.0,1.0,3212.0,0.0,3212.0,0.713,757.0,20.0,0.25,0.0,0.98692,0.01308
173,712608783.0,Existing Customer,50.0,M,2.0,High School,Married,$80K - $120K,,45.0,3.0,1.0,3.0,34516.0,1260.0,33256.0,0.588,1504.0,34.0,0.789,0.037,8.1371e-05,0.99992
174,820353558.0,Existing Customer,41.0,F,3.0,High School,Married,$40K - $60K,Blue,36.0,4.0,1.0,2.0,9797.0,1434.0,8363.0,0.644,1503.0,34.0,0.478,0.146,5.5559e-05,0.99994
175,714964758.0,Existing Customer,45.0,F,5.0,Graduate,Divorced,$40K - $60K,Blue,36.0,5.0,2.0,2.0,10400.0,1777.0,8623.0,0.791,1105.0,28.0,0.867,0.171,0.00011751,0.99988
176,716264358.0,Existing Customer,53.0,M,3.0,Uneducated,Married,$80K - $120K,Blue,42.0,2.0,1.0,2.0,26792.0,1836.0,24956.0,1.432,2398.0,47.0,0.88,0.069,5.8763e-05,0.99994
177,717296808.0,Existing Customer,67.0,F,1.0,Graduate,Married,Less than $40K,Blue,56.0,4.0,3.0,2.0,3006.0,2517.0,489.0,2.053,1661.0,32.0,1.0,0.837,0.00016883,0.99983
178,712977183.0,Existing Customer,57.0,F,2.0,Uneducated,Single,$40K - $60K,Silver,36.0,6.0,3.0,0.0,19482.0,1072.0,18410.0,0.706,1421.0,22.0,1.444,0.055,6.1645e-05,0.99994
179,,Existing Customer,59.0,F,1.0,Uneducated,Married,$40K - $60K,Blue,36.0,4.0,2.0,3.0,3356.0,985.0,2371.0,0.35,999.0,28.0,0.556,0.294,0.00018475,0.99982
180,779562633.0,Existing Customer,45.0,M,2.0,Uneducated,Married,$40K - $60K,Blue,34.0,3.0,2.0,1.0,,2248.0,3523.0,1.791,1387.0,18.0,0.8,0.39,7.0576e-05,0.99993
181,715315833.0,Existing Customer,51.0,M,3.0,Graduate,Married,$80K - $120K,Blue,36.0,6.0,2.0,3.0,11106.0,2107.0,8999.0,0.948,1243.0,24.0,1.0,0.19,0.00019864,0.9998
182,815500983.0,Existing Customer,59.0,F,1.0,Uneducated,Married,Less than $40K,Blue,54.0,5.0,3.0,0.0,,2001.0,889.0,1.334,1860.0,36.0,1.0,0.692,6.4038e-05,0.99994
183,719360583.0,Existing Customer,53.0,M,1.0,Graduate,Married,$60K - $80K,Blue,45.0,6.0,2.0,2.0,3380.0,1701.0,1679.0,0.747,1502.0,25.0,1.273,0.503,0.00010684,0.99989
184,709701558.0,Existing Customer,47.0,M,3.0,Graduate,Married,$60K - $80K,Blue,36.0,2.0,1.0,2.0,21331.0,1251.0,20080.0,0.949,1460.0,50.0,1.083,0.059,5.7151e-05,0.99994
185,721148358.0,Existing Customer,49.0,F,3.0,Uneducated,Single,Unknown,Blue,38.0,6.0,2.0,1.0,12860.0,0.0,12860.0,0.646,1348.0,27.0,0.286,0.0,7.3235e-05,0.99993
186,779862408.0,Existing Customer,49.0,M,3.0,Post-Graduate,Single,$80K - $120K,Blue,33.0,3.0,1.0,0.0,6278.0,462.0,5816.0,1.161,1087.0,33.0,0.941,0.074,2.4806e-05,0.99998
187,812627208.0,Existing Customer,60.0,F,0.0,College,Single,Less than $40K,Blue,55.0,5.0,1.0,,1438.3,738.0,700.3,0.782,1226.0,33.0,0.571,0.513,7.7286e-05,0.99992
188,711033408.0,Existing Customer,50.0,F,2.0,High School,Married,Less than $40K,Blue,36.0,5.0,1.0,2.0,9355.0,1626.0,7729.0,0.701,1230.0,28.0,0.867,0.174,5.3542e-05,0.99995
189,779956608.0,Existing Customer,41.0,F,2.0,Post-Graduate,Married,Unknown,Blue,31.0,6.0,1.0,3.0,20758.0,0.0,20758.0,0.688,1555.0,32.0,0.684,0.0,0.000109,0.99989
190,780376683.0,Existing Customer,57.0,M,1.0,Graduate,Married,$80K - $120K,Blue,47.0,5.0,3.0,1.0,14612.0,1976.0,12636.0,1.768,1827.0,24.0,3.0,0.135,0.00010182,0.9999
191,717912483.0,Existing Customer,43.0,M,4.0,Graduate,Unknown,$80K - $120K,Blue,27.0,5.0,2.0,0.0,27259.0,0.0,27259.0,0.731,1376.0,35.0,0.591,0.0,4.4033e-05,0.99996
192,714454758.0,Existing Customer,57.0,F,3.0,Graduate,Married,Less than $40K,Blue,47.0,4.0,2.0,3.0,6347.0,1594.0,4753.0,0.896,1771.0,37.0,0.762,0.251,0.00019864,0.9998
193,780466533.0,Existing Customer,54.0,M,3.0,Doctorate,Married,$120K +,Blue,41.0,3.0,3.0,0.0,21592.0,1676.0,19916.0,1.097,1873.0,52.0,0.529,0.078,9.9638e-05,0.9999
194,715735233.0,Existing Customer,51.0,F,5.0,Post-Graduate,Married,Less than $40K,Blue,44.0,5.0,1.0,1.0,3449.0,1598.0,1851.0,0.971,1679.0,42.0,0.556,0.463,4.0349e-05,0.99996
195,720476733.0,Existing Customer,47.0,F,3.0,High School,Married,Less than $40K,,34.0,2.0,1.0,2.0,6028.0,799.0,5229.0,0.819,1002.0,22.0,0.571,0.133,5.5559e-05,0.99994
196,715872333.0,Existing Customer,41.0,M,0.0,High School,Unknown,$120K +,Blue,36.0,3.0,2.0,3.0,18214.0,1998.0,16216.0,0.829,1344.0,21.0,1.1,0.11,0.0001597,0.99984
197,712375758.0,Existing Customer,53.0,M,3.0,Uneducated,Married,$80K - $120K,,43.0,3.0,3.0,1.0,16393.0,1423.0,14970.0,1.642,1461.0,42.0,0.75,0.087,0.00011574,0.99988
198,708868233.0,Attrited Customer,68.0,M,0.0,High School,Married,Less than $40K,Blue,52.0,1.0,3.0,2.0,1438.3,900.0,538.3,0.743,760.0,21.0,0.615,0.626,0.99338,0.00662
199,718030083.0,Existing Customer,59.0,M,1.0,College,Married,$60K - $80K,Blue,36.0,4.0,1.0,2.0,7871.0,1687.0,6184.0,1.242,1428.0,22.0,1.444,0.214,5.0261e-05,0.99995
200,720707283.0,,48.0,M,4.0,Unknown,Married,$80K - $120K,Blue,36.0,5.0,3.0,0.0,5288.0,866.0,4422.0,0.869,1777.0,42.0,0.75,0.164,7.6492e-05,0.99992
201,771698658.0,Existing Customer,44.0,M,5.0,Graduate,Married,$60K - $80K,Blue,32.0,4.0,5.0,3.0,11376.0,2006.0,9370.0,0.619,1302.0,27.0,0.8,0.176,0.00034882,0.99965
202,748326258.0,Existing Customer,48.0,M,3.0,College,Married,$80K - $120K,Blue,41.0,4.0,5.0,3.0,12302.0,1632.0,10670.0,1.509,1483.0,41.0,0.519,0.133,0.00034086,0.99966
203,770817783.0,Existing Customer,47.0,M,4.0,Graduate,Married,$60K - $80K,Silver,33.0,3.0,2.0,1.0,34516.0,1679.0,32837.0,0.623,1060.0,27.0,0.5,0.049,6.5045e-05,0.99993
204,779353083.0,Existing Customer,47.0,M,2.0,Graduate,Married,$60K - $80K,Silver,32.0,4.0,2.0,2.0,34516.0,1468.0,33048.0,0.505,1330.0,32.0,0.684,0.043,0.00010284,0.9999
205,711441333.0,Existing Customer,43.0,F,1.0,High School,Divorced,Less than $40K,Silver,35.0,3.0,2.0,2.0,10514.0,1580.0,8934.0,0.504,1229.0,27.0,0.8,0.15,9.3844e-05,0.99991
206,719808558.0,Attrited Customer,55.0,F,2.0,Graduate,Married,Less than $40K,Blue,43.0,2.0,4.0,3.0,1438.3,0.0,1438.3,0.707,886.0,27.0,0.421,0.0,0.99727,0.00272694
207,711551958.0,Attrited Customer,59.0,M,2.0,Post-Graduate,Married,,Blue,46.0,3.0,3.0,3.0,1438.3,0.0,1438.3,0.688,844.0,24.0,0.5,0.0,0.9972,0.00280059
208,809164083.0,Existing Customer,63.0,M,1.0,Graduate,Married,$40K - $60K,Blue,56.0,2.0,1.0,2.0,,1779.0,840.0,1.259,1450.0,37.0,0.947,0.679,5.1697e-05,0.99995
209,820596183.0,Existing Customer,58.0,M,2.0,College,Married,$120K +,Blue,53.0,2.0,3.0,0.0,24407.0,2395.0,22012.0,1.071,2311.0,48.0,0.714,0.098,6.4511e-05,0.99994
210,715999608.0,Existing Customer,53.0,F,2.0,High School,Married,Less than $40K,Blue,36.0,4.0,1.0,2.0,2377.0,1649.0,728.0,0.93,1378.0,26.0,1.167,0.694,5.3542e-05,0.99995
211,710565408.0,Existing Customer,59.0,M,0.0,Unknown,Unknown,$80K - $120K,Silver,40.0,3.0,2.0,3.0,34516.0,1359.0,33157.0,1.327,1033.0,26.0,1.364,0.039,0.00016316,0.99984
212,805543158.0,Existing Customer,52.0,M,3.0,Graduate,Married,$120K +,Blue,47.0,5.0,3.0,3.0,11086.0,2207.0,8879.0,0.869,1523.0,40.0,1.105,0.199,0.0003139,0.99969
213,709752183.0,Existing Customer,48.0,M,3.0,High School,Single,$60K - $80K,Blue,36.0,4.0,2.0,2.0,11432.0,2517.0,8915.0,0.615,1374.0,37.0,0.762,0.22,0.00011482,0.99989
214,716479233.0,Existing Customer,43.0,M,4.0,High School,Married,,Blue,36.0,5.0,3.0,2.0,13258.0,1721.0,11537.0,0.908,1080.0,21.0,1.333,0.13,0.00018339,0.99982
215,713837058.0,Existing Customer,48.0,M,2.0,College,Single,Less than $40K,Blue,36.0,3.0,2.0,3.0,2571.0,1955.0,616.0,0.531,1234.0,24.0,0.714,0.76,,0.99981
216,718876683.0,Existing Customer,43.0,F,4.0,Graduate,Single,Less than $40K,Blue,31.0,5.0,2.0,0.0,5781.0,1168.0,4613.0,0.638,1600.0,32.0,0.455,0.202,4.4033e-05,0.99996
217,770746908.0,Existing Customer,44.0,M,4.0,Unknown,Married,$60K - $80K,Blue,30.0,5.0,1.0,2.0,7872.0,2509.0,5363.0,0.971,1155.0,32.0,0.882,0.319,6.3492e-05,0.99994
218,794843883.0,Existing Customer,41.0,M,3.0,High School,Married,$80K - $120K,Blue,,6.0,1.0,2.0,34516.0,,33314.0,0.603,1353.0,33.0,0.737,0.035,5.5559e-05,0.99994
219,803043933.0,Existing Customer,44.0,F,3.0,Uneducated,Divorced,Less than $40K,Silver,38.0,4.0,1.0,3.0,11127.0,1835.0,9292.0,2.368,1546.0,25.0,1.273,0.165,8.9305e-05,0.99991
220,758076408.0,Existing Customer,50.0,M,2.0,Unknown,Single,$40K - $60K,Blue,43.0,2.0,1.0,3.0,1857.0,1603.0,254.0,0.579,1590.0,43.0,1.263,0.863,0.00010183,0.9999
221,714606558.0,Existing Customer,60.0,F,1.0,Uneducated,Married,Less than $40K,Blue,36.0,5.0,,0.0,1913.0,1272.0,641.0,1.008,1448.0,22.0,1.0,0.665,1.9607e-05,0.99998
222,778425408.0,Existing Customer,44.0,M,4.0,Graduate,Single,$80K - $120K,Blue,24.0,5.0,3.0,0.0,3839.0,2295.0,1544.0,0.569,1271.0,24.0,0.714,0.598,6.9589e-05,0.99993
223,714171108.0,Existing Customer,48.0,F,3.0,Graduate,Divorced,$40K - $60K,Blue,39.0,6.0,2.0,3.0,2115.0,1141.0,974.0,0.616,1223.0,20.0,0.538,0.539,0.00019864,0.9998
224,719662458.0,Existing Customer,44.0,F,2.0,Graduate,Divorced,Less than $40K,Blue,27.0,5.0,2.0,2.0,1438.3,679.0,759.3,0.859,1117.0,29.0,1.071,0.472,0.00011382,0.99989
225,713137233.0,Existing Customer,41.0,M,2.0,High School,Single,$80K - $120K,Blue,28.0,4.0,3.0,0.0,27756.0,1789.0,25967.0,0.75,994.0,24.0,0.846,0.064,6.4505e-05,0.99994
226,769425858.0,Existing Customer,45.0,M,3.0,College,Single,$60K - $80K,Blue,,4.0,1.0,2.0,1438.3,0.0,1438.3,0.81,1468.0,26.0,0.625,0.0,,0.99994
227,711297483.0,Existing Customer,47.0,F,2.0,Uneducated,Divorced,Less than $40K,Silver,34.0,6.0,4.0,2.0,13878.0,2222.0,11656.0,0.853,1658.0,38.0,0.357,0.16,0.00020195,0.9998
228,788900883.0,Existing Customer,51.0,F,2.0,Graduate,Married,Less than $40K,Blue,36.0,3.0,1.0,3.0,3106.0,1304.0,1802.0,0.604,1368.0,38.0,0.407,0.42,9.2637e-05,0.99991
229,758348808.0,Existing Customer,51.0,,2.0,Graduate,Married,$120K +,Blue,44.0,4.0,3.0,3.0,34516.0,1666.0,32850.0,0.613,1218.0,18.0,0.8,0.048,0.00030251,0.9997
230,772336458.0,Attrited Customer,60.0,F,1.0,Uneducated,Married,$40K - $60K,Blue,50.0,4.0,4.0,3.0,1438.3,1025.0,413.3,0.838,702.0,12.0,0.714,0.713,0.99717,0.00282527
231,708711483.0,Existing Customer,57.0,M,2.0,Unknown,Married,$80K - $120K,Blue,46.0,2.0,3.0,0.0,18871.0,1740.0,17131.0,1.727,1516.0,21.0,2.0,0.092,7.2936e-05,0.99993
232,717906783.0,Existing Customer,41.0,M,5.0,Graduate,Single,$120K +,Blue,29.0,5.0,2.0,2.0,5207.0,1748.0,3459.0,1.073,1310.0,26.0,1.0,0.336,0.00011751,0.99988
233,719437908.0,Existing Customer,44.0,M,3.0,Post-Graduate,Divorced,$80K - $120K,Blue,,6.0,2.0,2.0,17965.0,1644.0,16321.0,0.921,1767.0,50.0,0.923,0.092,,0.99986
234,769433508.0,Existing Customer,43.0,M,1.0,College,Single,$60K - $80K,,37.0,6.0,3.0,3.0,2733.0,1819.0,914.0,,933.0,25.0,0.923,0.666,0.00027607,0.99972
235,790096533.0,Existing Customer,55.0,M,2.0,College,Married,$60K - $80K,Blue,48.0,4.0,3.0,2.0,8863.0,1301.0,7562.0,1.207,1512.0,27.0,1.455,0.147,0.00017488,0.99983
236,720997383.0,Attrited Customer,52.0,M,1.0,Uneducated,Married,$80K - $120K,Blue,36.0,2.0,3.0,3.0,1857.0,1833.0,24.0,0.723,829.0,17.0,,0.987,0.99659,0.00341249
237,787541883.0,Existing Customer,44.0,M,3.0,Graduate,Unknown,$80K - $120K,Blue,33.0,3.0,3.0,3.0,34516.0,0.0,34516.0,0.483,1120.0,27.0,0.35,0.0,0.0003139,0.99969
238,709930758.0,Existing Customer,41.0,,,Uneducated,Married,$40K - $60K,Blue,30.0,5.0,3.0,3.0,11107.0,1222.0,9885.0,0.538,1506.0,33.0,0.941,0.11,0.00031104,0.99969
239,789830058.0,Existing Customer,44.0,M,4.0,Unknown,Single,$80K - $120K,Blue,34.0,4.0,1.0,2.0,21573.0,1585.0,19988.0,0.621,1384.0,36.0,2.273,0.073,6.3492e-05,0.99994
240,710299608.0,Attrited Customer,53.0,F,2.0,Unknown,Married,Less than $40K,Blue,33.0,2.0,3.0,3.0,2859.0,2517.0,342.0,0.993,817.0,30.0,0.667,0.88,0.997,0.00299743
241,710741208.0,Existing Customer,39.0,M,2.0,High School,Single,$80K - $120K,Blue,36.0,4.0,2.0,2.0,5269.0,1475.0,3794.0,1.148,2094.0,25.0,0.667,0.28,0.00011065,0.99989
242,821797008.0,Attrited Customer,49.0,M,5.0,College,,$40K - $60K,Blue,45.0,2.0,2.0,3.0,1438.3,0.0,1438.3,0.734,815.0,21.0,,0.0,0.99482,0.00518
243,708874533.0,Attrited Customer,45.0,F,2.0,College,Married,Less than $40K,Blue,36.0,1.0,3.0,2.0,3387.0,0.0,3387.0,0.789,510.0,24.0,0.6,0.0,0.99432,0.00568
244,715341858.0,Existing Customer,54.0,M,2.0,Graduate,Married,$80K - $120K,Blue,46.0,6.0,2.0,3.0,1982.0,1289.0,693.0,0.939,1377.0,49.0,0.69,0.65,,0.99981
245,793636308.0,Existing Customer,49.0,M,3.0,,Single,$80K - $120K,,43.0,2.0,2.0,2.0,,1650.0,2995.0,0.912,1193.0,33.0,0.65,0.355,0.00012144,0.99988
246,713779908.0,Existing Customer,46.0,F,3.0,Doctorate,Single,Unknown,Blue,36.0,6.0,3.0,2.0,2189.0,1666.0,523.0,0.343,1287.0,36.0,0.636,0.761,0.00027008,0.99973
247,712125258.0,Attrited Customer,46.0,M,4.0,High School,Married,$120K +,,30.0,3.0,3.0,3.0,2442.0,0.0,,0.98,701.0,19.0,0.727,0.0,0.99677,0.00323086
248,709703433.0,Existing Customer,47.0,M,3.0,Graduate,Married,$60K - $80K,Blue,38.0,4.0,1.0,2.0,21304.0,1532.0,19772.0,1.018,1770.0,25.0,0.923,0.072,5.7151e-05,0.99994
249,721022433.0,Existing Customer,44.0,M,2.0,Doctorate,Single,$60K - $80K,Blue,36.0,5.0,1.0,2.0,7577.0,2480.0,5097.0,0.435,1409.0,35.0,0.167,0.327,7.9702e-05,0.99992
250,710103558.0,Existing Customer,50.0,M,3.0,Post-Graduate,Single,$120K +,Blue,31.0,4.0,1.0,2.0,3234.0,1486.0,1748.0,0.868,1354.0,28.0,,0.459,6.7249e-05,0.99993
251,715952883.0,Existing Customer,73.0,,0.0,High School,,$40K - $60K,Blue,36.0,5.0,3.0,2.0,4469.0,1125.0,3344.0,1.363,1765.0,34.0,1.615,0.252,0.00015005,0.99985
252,719731458.0,Existing Customer,56.0,M,3.0,Unknown,Unknown,$40K - $60K,Blue,46.0,6.0,3.0,4.0,2910.0,709.0,2201.0,0.538,1192.0,27.0,0.588,0.244,0.00058851,0.99941
